,etr,rn,gr,lst,soilT,airT,sm,wind,rh
10/31/2019 21:00,4.139,15.625,18.752,292.398,294.389,288.403,0.298,2.336,70.922
11/1/2019 21:00,3.387,12.475,16.311,289.777,293.624,287.751,0.278,2.372,72.718
11/2/2019 21:00,3.346,12.08,14.319,293.283,294.183,288.665,0.268,2.76,74.995
11/3/2019 21:00,4.477,16.487,19.498,288.845,294.999,289.381,0.261,2.75,70.359
11/4/2019 21:00,4.012,15.548,19.18,288.255,295.028,288.441,0.253,2.487,74.154
11/5/2019 21:00,4.222,16.095,19.022,284.412,295.59,289.027,0.247,2.447,73.355
11/6/2019 21:00,4.139,16.154,19.343,290.862,295.587,288.682,0.241,2.297,74.719
11/7/2019 21:00,3.888,14.847,17.588,291.001,295.565,288.697,0.236,2.368,74.533
11/8/2019 21:00,4.313,15.706,18.342,289.326,295.807,289.836,0.232,2.167,71.143
11/9/2019 21:00,4.218,15.345,18.394,287.944,296.07,289.864,0.229,2.192,71.833
11/10/2019 21:00,4.78,16.462,19.985,290.186,296.389,290.77,0.225,2.214,66.112
11/11/2019 21:00,4.855,17.41,21.294,289.749,296.494,290.45,0.222,2.416,68.72
11/12/2019 21:00,4.054,15.036,19.359,288.361,296.074,289.082,0.218,2.271,72.183
11/13/2019 21:00,4.141,16.276,20.53,288.442,295.989,289.067,0.218,2.577,76.422
11/14/2019 21:00,3.79,13.502,16.343,286,295.889,290.137,0.288,1.922,73.183
11/15/2019 21:00,3.732,12.869,15.035,288.142,295.11,290.514,0.381,2.509,73.698
11/16/2019 21:00,4.594,17.275,20.985,291.459,294.753,289.86,0.362,2.221,72.535
11/17/2019 21:00,4.564,17.272,20.966,290.27,295.034,290.226,0.334,2.413,74.556
11/18/2019 21:00,4.642,16.333,19.838,290.6,295.531,291.209,0.315,2.295,70.677
11/19/2019 21:00,4.9,17.562,21.907,292.15,295.486,291.294,0.294,2.353,71.15
11/20/2019 21:00,4.496,15.062,18.265,295.453,296.052,291.793,0.28,2.29,69.265
11/21/2019 21:00,5.465,17.748,21.281,295.998,296.477,292.516,0.302,2.476,63.001
11/22/2019 21:00,4.532,15.444,19.393,293.049,295.755,290.408,0.345,2.205,65.707
11/23/2019 21:00,4.031,13.851,16.974,293.881,295.283,290.451,0.318,2.006,69.552
11/24/2019 21:00,4.954,16.784,19.196,295.406,295.798,291.62,0.301,2.546,67.334
11/25/2019 21:00,4.973,18.052,22.789,293.193,295.29,290.337,0.282,2.522,68.866
11/26/2019 21:00,5.253,17.842,23.052,293.269,295.307,291.001,0.268,2.655,63.819
11/27/2019 21:00,4.872,18.417,22.539,293.272,295.701,289.803,0.259,2.853,71.351
11/28/2019 21:00,4.611,15.646,18.784,294.173,295.966,290.484,0.252,2.828,67.079
11/29/2019 21:00,4.739,18.56,23.109,289.831,295.363,289.262,0.265,2.507,73.432
11/30/2019 21:00,4.14,15.078,18.578,292.702,295.545,290.122,0.311,2.021,72.983
12/1/2019 21:00,4.599,18.404,23.488,289.628,295.232,289.297,0.31,2.582,76.182
12/2/2019 21:00,5.1,19.347,22.609,293.018,295.595,290.022,0.311,2.625,71.071
12/3/2019 21:00,4.308,15.796,19.485,292.623,295.276,289.676,0.287,2.125,71.183
12/4/2019 21:00,4.311,16.202,19.843,292.889,295.445,289.654,0.269,2.466,73.63
12/5/2019 21:00,4.451,16.047,19.357,293.56,295.686,290.324,0.258,2.026,70.666
12/6/2019 21:00,4.535,16.516,19.933,293.41,295.828,290.168,0.249,2.195,70.874
12/7/2019 21:00,4.531,16.353,19.537,293.542,295.954,290.143,0.243,2.375,70.294
12/8/2019 21:00,4.689,17.408,20.714,293.27,296.02,289.81,0.239,2.449,70.751
12/9/2019 21:00,4.592,17.348,20.497,292.813,295.977,289.488,0.27,2.537,71.83
12/10/2019 21:00,0.053,0,0,287.446,295.048,286.646,0.318,1.247,83.202
